timestamp,action,question_key,question_id,week,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,difficulty,level,concept_key,aspect_key,source_path,user_feedback
2026-03-08T18:11:25,ineffective_question,f2f95ca9c79e6999fcff719680cbbdc33086d696,814,7,What is the key difference between a static VLAN and a dynamic VLAN?,Static VLANs use 802.1Q tagging while dynamic VLANs use ISL tagging,Static VLANs require a DHCP server while dynamic VLANs use manual IP assignment,Static VLANs are permanent while dynamic VLANs reset on every reboot,Static VLANs assign ports manually while dynamic VLANs assign membership based on MAC address or username,D,Static VLANs are the most common and predictable — an admin manually assigns each port. Dynamic VLANs assign VLAN membership automatically based on MAC address or user credentials preserving membership when devices move.,medium,medium,vlan membership methods,static manual assignment vs dynamic mac/user-based assignment,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration,"this is a repeated question, please delete it without replacement."
2026-03-08T18:21:17,not_in_current_scope,1c06b978e56c9c2e037c01fc5e59aaa24f174468,874,7,How does IEEE 754 store non-integer floating-point values in 32-bit format?,Using two separate 16-bit integers where one holds the whole part and one holds the decimal part,Using a 32-bit integer with an implicit decimal point always fixed at bit 16,By storing values as ASCII text codes that the CPU converts on each calculation,With 1 sign bit; 8 exponent bits; and 23 significand bits structured like scientific notation,D,IEEE 754 32-bit float: 1 bit for sign; 8 bits for exponent; 23 bits for significand. This is like scientific notation (e.g. 625.9 = 0.6259 x 10^3). The floating decimal point can represent a wide range of magnitudes.,medium,hard,floating-point numbers,ieee 754 uses sign exponent and significand to store floats,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 13 - representing numbers and letters with binary/Transcript.md,please change this to hard
2026-03-08T18:21:49,ineffective_question,11ae59828eafc027eed9ae6cecef8989bd45f804,898,7,After saving a running configuration to a TFTP server how can the administrator verify the backup is complete and accurate?,By running show startup-config on the switch which automatically synchronizes with the TFTP server,By pinging the TFTP server from the switch CLI which confirms the transfer was successful,By checking for the filename in the TFTP server application and opening the saved file in a text editor to inspect the configuration,By running copy tftp running-config which will succeed only if the original transfer was error-free,C,The SolarWinds TFTP Server GUI shows received files. Opening the saved .cfg file in Notepad++ or a similar text editor lets the administrator inspect interface settings; IP addresses; NAT rules; and ACL entries confirming the backup content is correct.,medium,medium,tftp backup workflow,verify tftp backup by checking file in server and opening in text editor,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 15 - SolarWinds TFTP Server/Transcript.md,redundant question. please delete
2026-03-08T18:24:23,not_in_current_scope,b96e6c189e9754d806f968502955a50b408a7943,831,7,What problem did Unicode solve that ASCII could not?,Unicode replaced binary with hexadecimal for more efficient data storage,Unicode added encryption to text data preventing eavesdropping on shared networks,ASCII values 128-255 were used differently by different systems causing garbled text; Unicode provides a single universal standard for all languages and symbols,Unicode replaced ASCII by reducing character encoding from 7 bits to 4 bits,C,Extended ASCII (values 128-255) was defined differently by different countries and vendors. Files crossing incompatible systems displayed garbled characters called mojibake. Unicode (introduced 1992) resolves this with a single universal encoding covering all world languages; symbols; and emoji.,easy,hard,unicode,unicode resolves extended ascii incompatibility across systems,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 13 - representing numbers and letters with binary/Transcript.md,please change this to hard
2026-03-08T18:27:26,ineffective_question,ada5957683c7c9ccff65f0d931d09ad6213a397b,893,7,Why is the enable password command considered weaker than enable secret?,Enable password requires a RADIUS server for authentication while enable secret uses local authentication,Enable password only applies to console access while enable secret applies to Telnet and SSH as well,Enable password is stored in the running-config as a plaintext or weakly encoded value while enable secret stores an MD5 hash,Enable password limits access to user EXEC mode only while enable secret applies to both user and privileged EXEC,C,enable password uses a simple reversible cipher (type 7 encoding) that is easily decoded. enable secret uses MD5 hashing which is computationally difficult to reverse. Anyone with access to the running-config or startup-config can decode an enable password in seconds.,medium,medium,enable secret,enable password uses weak encoding while enable secret uses md5 hash,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration,redundant question
2026-03-08T18:30:54,not_in_current_scope,ae639872cd168fae13f693243851b7e64f8868b7,843,7,What decimal value does uppercase A have in ASCII?,41,58,97,65,D,In the ASCII encoding standard uppercase A is assigned decimal value 65. Lowercase a is 97. These values are standardized so any system using ASCII will interpret byte value 65 as the letter A.,easy,hard,ascii examples,uppercase A equals decimal 65 in ascii,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 12 - What Is Binary/Transcript.md,please change this to hard
2026-03-08T18:34:30,not_in_current_scope,2931d37f967db7a8f1330708bbf31ac0a4bd0383,877,7,What binary value does the ASCII character lowercase 'a' have given its decimal value of 97?,01100001,11000010,00110001,01000001,A,Decimal 97 in binary: 64 + 32 + 1 = 97; place values active are 64 (2^6) and 32 (2^5) and 1 (2^0). That gives 01100001. Compare to uppercase A = 65 = 01000001; only bit 5 differs.,medium,hard,ascii examples,lowercase a is decimal 97 equal to binary 01100001,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 13 - representing numbers and letters with binary/Transcript.md,please change this to hard
2026-03-08T18:35:06,not_in_current_scope,7dd793ebd2f3ee7417674cda95f83398a26081d9,873,7,Why does a 32-bit operating system have an addressable RAM limit of approximately 4 GB?,The OS kernel uses half of RAM for system processes leaving only half for user programs,32-bit systems use hexadecimal addressing which caps out at 4 GB by definition,4 GB is a hardware enforced limit set by BIOS regardless of OS bit-width,A 32-bit address bus can reference at most 2^32 unique byte addresses which equals approximately 4 GB of memory,D,Memory addresses in a 32-bit system are 32-bit values. 2^32 = 4294967296 unique addresses. Since each address typically refers to one byte the maximum addressable RAM is ~4 GB. 64-bit systems extend this to terabytes.,medium,hard,32-bit and 64-bit systems,32-bit address space limits addressable ram to approximately 4 gb,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 13 - representing numbers and letters with binary/Transcript.md,please change this to hard
2026-03-08T18:35:19,not_in_current_scope,56a6beacf28811e05afd9ae5c4b42a77a0aaee28,878,7,What is mojibake and what causes it?,A Japanese encoding format used as a replacement for ASCII in East Asian systems,Garbled text that occurs when a file encoded in one character set is read by a system using a different incompatible character set,A Unicode error that occurs when emoji characters exceed the 3-byte UTF-8 encoding limit,A type of binary overflow that happens when an ASCII value exceeds decimal 127,B,Mojibake is the garbled or nonsensical characters produced when text is interpreted using the wrong character encoding. It commonly occurred when files created on systems using one extended-ASCII variant were opened on systems with a different variant for values 128-255.,medium,hard,extended ascii and mojibake,mojibake is garbled text from incompatible character encoding,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 13 - representing numbers and letters with binary/Transcript.md,please change this to hard
2026-03-08T18:57:04,ineffective_question,5e67b8d97f7cac8beb4deb34341e11e183bb51d2,884,7,What does PoE resistive discovery prevent?,It prevents unauthorized devices from connecting to the switch by rejecting unknown MAC addresses,It prevents switch overheating by limiting the number of simultaneous PoE connections,It prevents accidental power delivery to non-PoE devices by checking for a ~25 kOhm signature before applying full power,It prevents the PSE from supplying more than 100W to any single port regardless of the PoE standard in use,C,Before applying full PoE power a PSE applies a low test voltage and checks for a ~25 kOhm resistive signature on the cable. Only a valid PD has this signature. Non-PoE devices do not and are protected from receiving full power.,medium,medium,poe resistive discovery,resistive discovery checks 25 kohm signature before applying power,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration,redundant question
2026-03-19T09:42:27,ineffective_question,25928b00c8501e43daffa893c5df2bfd1bf58626,954,8,How does a switch learn which port a device is connected to?,It queries a central DHCP server that maps MAC addresses to switch ports,It reads the source MAC address on incoming frames and associates it with the port the frame arrived on,It broadcasts a discovery packet and waits for devices to reply with their port numbers,It uses ARP to resolve IP addresses to MAC addresses and stores the result in its routing table,B,The learning process: when a frame arrives the switch reads the source MAC address and records it along with the ingress port in the MAC address table. Future frames destined for that MAC are forwarded directly to the learned port.,easy,easy,switch learning,switch learns source mac and ingress port from each incoming frame,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches,"""incoming frames"" needs to say ""frames from the computer"" because the word incoming doesn't have a clear noun in that sentence."
2026-03-19T09:53:31,ineffective_question,3bbe1812693a63b34aa06a32e8ffab388f4ef535,1030,8,A phone is plugged into a switch access port that is also connected to a PC. The port is configured with both an access VLAN for data and a voice VLAN. How does the switch differentiate the traffic?,The switch inspects TCP port numbers to separate voice (UDP/RTP) traffic from data (TCP) traffic at Layer 4,The switch uses the IP DSCP marking to assign traffic to the data or voice VLAN,The IP phone tags its own voice traffic with the voice VLAN ID while the PC sends untagged data traffic; the switch separates them by presence or absence of the 802.1Q tag and its VLAN ID,The switch differentiates traffic by source MAC address since IP phones have a different OUI than PCs,C,Access port with voice VLAN: the IP phone understands 802.1Q and tags its voice frames with the voice VLAN ID. The PC sends untagged traffic. The switch receives both: tagged frames go to the voice VLAN; untagged frames stay in the access (data) VLAN. This allows one physical port to support both simultaneously.,medium,medium,voice vlan and phone behavior,ip phone tags voice traffic; pc sends untagged; switch separates by tag presence,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 17 - Trunking and 802.1Q/Transcript.md,repeated question
2026-03-19T09:54:25,ineffective_question,934b8eb125531ea38c93d7568b9432b2a185b288,1020,8,How does a bridge perform media conversion and what modern network role does it fill?,Bridges convert between IPv4 and IPv6 address formats to connect legacy and modern subnets,Bridges regenerate electrical signals between two cable segments; modern switches still use this for PoE delivery,Bridges can connect different media types (copper on one side; fiber on the other) forwarding frames by MAC; modern switches are essentially multiport bridges fulfilling this same function,Bridges translate between 802.1Q and ISL encapsulation; modern switches still perform this translation for legacy devices,C,A bridge connects different network media types (e.g. copper to fiber) and makes forwarding decisions based on MAC addresses. Modern multiport switches are the direct evolution of bridges — they do the same MAC-based forwarding with many more ports and higher speed.,medium,medium,bridge media conversion role,bridges connect different media by mac forwarding; switches are multiport bridges,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches,"similar question is in the bank, remove this one"
2026-03-19T09:57:00,ineffective_question,873dda44e65955436de32d02bf47f30830746475,970,8,What is the MAC address table also called?,The IP routing table,The ARP cache,The forwarding database,The VLAN assignment table,C,The MAC address table — which maps learned MAC addresses to switch ports — is also called the forwarding database. Both terms refer to the same data structure the switch uses to make frame forwarding decisions.,easy,easy,mac address table,mac address table is also called the forwarding database,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches,similar question taught
2026-03-19T10:22:12,ineffective_question,da6c49816cff0c38633fcc7e480229fa9374c3d8,998,8,What does NAT track to ensure internet replies reach the correct internal host?,NAT tracks the VLAN ID of the original request to route replies to the correct segment,NAT tracks the destination IP address of the server to forward replies to the correct subnet,NAT tracks which internal host originated each session so it can map the incoming reply back to the correct private IP,NAT tracks ARP entries and uses them to forward reply traffic to the requesting host,C,When an internal host sends traffic through NAT the router records the session mapping (internal IP and port; external IP and port; and translated public IP and port). When the reply arrives the router looks up this session record to restore the original private destination IP.,easy,easy,nat session tracking,nat tracks original session to map internet replies back to the correct private host,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches,"Take homelabbing into account when using server-subnet situational claims. A server can be in the same subnet, making answer D correct as well."
2026-03-19T12:15:51,ineffective_question,92294cae6806b7c48cb6907306bf57fcdf3099e8,1027,8,What is the operational difference between Cisco's term trunking and other vendors' term tagging?,Trunking refers to LACP link aggregation on Cisco equipment; tagging refers to 802.1Q VLAN marking on non-Cisco equipment,Trunking means carrying multiple VLANs over one link; tagging describes the 802.1Q marking mechanism — different terms for the same concept depending on vendor,Trunking is a Layer 2 concept while tagging is Layer 3; they operate at different OSI layers,Cisco uses trunking for ISL and tagging for 802.1Q; the two terms describe different encapsulation protocols,B,Cisco commonly calls the feature trunk and the port a trunk port. Other vendors (including IEEE documentation) describe the mechanism as tagging — adding a VLAN tag to frames. Both terms describe the same behavior: one physical link carrying traffic for multiple VLANs using frame marking.,medium,medium,trunking vs tagging terminology,trunking (cisco) and tagging (other vendors) describe the same multi-vlan link feature,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 17 - Trunking and 802.1Q/Transcript.md,same question as one before
2026-03-26T12:44:53,not_in_current_scope,bc5fc7e141cd3be82398cf4e92b84726579f42dc,1294,9,Which categories are listed under Detect in the chapter?,Continuous Monitoring and Adverse Event Analysis,Only Asset Management,Only Root Guard and Loop Guard,Only Incident Recovery Communication,A,The chapter lists Continuous Monitoring and Adverse Event Analysis under Detect.,medium,hard,detect categories,detect category examples,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 4 Cybersecurity/Book 1 Chapter 4 - Cybersecurity.md,please change this to hard
2026-03-26T13:06:45,ineffective_question,db2cdca8bab07bc23e21ed15f612b99426c34735,1293,9,Which categories are listed under Protect in the chapter?,Identity Management plus Awareness and Training plus Data Security,Only Recovery Communication,Only Adverse Event Analysis,Only Policy and Oversight,A,Protect includes IAM Awareness and Training Data Security Platform Security and Resilience.,medium,medium,protect categories,protect category examples,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 4 Cybersecurity/Book 1 Chapter 4 - Cybersecurity.md,"Should not say ""chapter"" should instead say NIST functions"
2026-03-26T13:19:05,ineffective_question,08097458213a6d391a6adb677928727ec704b674,1278,9,What did the Week 9 video say about changing the hello timer in real networks?,People usually do not change the default,It must be changed on every switch,It should always be set to 1 second,It only matters on access ports,A,The video says operators usually leave the default hello timer alone.,medium,medium,hello tuning,default usually kept,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 19 - Micronugget Spanning Tree Protocol Explained CBT Nuggets/Transcript.md,memorizing the week 9 video isn't required
2026-03-26T13:41:19,ineffective_question,c1f43a2dd86847ab25ee244129a02baa10bba1ba,1300,9,In the NIST identifier example what does ID.AM-01 refer to?,Inventories of hardware managed by the organization are maintained,Incident mitigation starts automatically,Identity management requires MFA,Internet gateways must use NAT,A,The chapter uses ID.AM-01 as the hardware inventory example.,medium,medium,nist identifier,hardware inventory subcategory,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 4 Cybersecurity/Book 1 Chapter 4 - Cybersecurity.md,an example from class content doesn't need to be memorized
2026-03-26T14:23:41,ineffective_question,d29ff1c17911d870011edb4738fbe022041ae907,1292,9,Which categories are listed under Identify in the chapter?,Asset Management and Risk Assessment,Only Data Security,Only Incident Mitigation,Only Supply Chain,A,The chapter lists Asset Management Risk Assessment and Improvement under Identify.,medium,medium,identify categories,asset management and risk assessment,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 4 Cybersecurity/Book 1 Chapter 4 - Cybersecurity.md,"""chapter"" should say ""NIST functions table"""
2026-03-26T14:28:57,ineffective_question,a556836f00330aef778e746aaaf051cada8eaef0,1267,9,What is the default forward delay in classic STP?,4 seconds,10 seconds,15 seconds,20 seconds,C,Forward delay defaults to 15 seconds.,medium,medium,forward delay,default forward delay,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 18 - Spanning Tree Protocol Explained Step by Step/Transcript.md,this is incorrectly framed. The answer is 30 seconds. 15 + 15 = 30.
2026-03-26T14:36:06,ineffective_question,15fa8e2e90d3d98c55b8481ffe73d3e8c5a75963,1270,9,Which STP behavior is described as the Cisco default in the videos?,Single shared STP instance,Per VLAN STP behavior,No STP by default,MST only,B,The videos describe Cisco switches as using per VLAN STP behavior.,medium,medium,cisco stp default,per vlan behavior,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 18 - Spanning Tree Protocol Explained Step by Step/Transcript.md,user doesn't have to memorize class content
2026-03-27T13:48:46,ineffective_question,8e978c80bcec1985f5c2e1ec6609b54463f9d95f,125,1,Why does the practice quiz emphasize the patch cable as carrying data between hosts switches and routers?,Because it is the basic physical path used by wired Ethernet devices,Because it provides Wi-Fi coverage,Because it assigns MAC addresses,Because it filters traffic,B,The patch cable is the physical copper path that carries Ethernet traffic between wired devices.,medium,medium,patch cable purpose,wired ethernet path between devices,/home/citadel/Documents/citavault/NETC-121/practice quiz 1.md,because the practice quiz doesn't have questions on itself
2026-03-28T18:37:46,not_in_current_scope,701432e8d6bc16188406d2867933e056ef5ec731,812,6,Which RIR is responsible for IP address allocation in Europe and the Middle East?,ARIN,APNIC,LACNIC,RIPE NCC,D,RIPE NCC (Réseaux IP Européens Network Coordination Centre) manages IP address allocation for Europe; the Middle East; and Central Asia.,easy,hard,allocation chain,iana to rir to isp/organization to endpoints,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md,please change this to hard
2026-03-28T18:37:57,not_in_current_scope,d36b5cf00b35a6b39d7cbeaf0096f459385e31b5,968,7,Which PoE standard delivers up to 30W per port?,802.3bt Type 4,802.3bt Type 3,802.3af,802.3at,D,IEEE 802.3at (PoE+) delivers up to 30W per port. Standard 802.3af delivers up to 15.4W. PoE++ (802.3bt) Type 3 delivers up to 60W and Type 4 up to 100W.,easy,hard,poe standards,802.3at poe plus delivers up to 30w per port,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration,please change this to hard
2026-03-31T16:02:53,ineffective_question,200f0c948c932d005b48807c546bb7218730d687,1437,10,What does using g0 slash 0.10 on a router most strongly suggest?,A loopback address,A router on a stick subinterface,A WAN serial clock rate,A static ARP entry,B,Subinterfaces with dot notation are commonly used on router on a stick designs for VLAN routing.,medium,medium,subinterface notation,dot subinterface meaning,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,"you mean Gi0/0/10? If not, reword the question for clarity."
2026-03-31T17:33:29,ineffective_question,2e42b93243ee8314b128925d78c39745c9ab0f5d,1413,10,Why does host B ignore the ARP request in the packet travel example?,Its subnet mask is wrong,The requested IP is not its own,The switch blocks ARP to hosts,Its MAC table is full,B,Hosts only answer ARP requests for their own IP addresses.,medium,medium,arp host behavior,ignore non target arp,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,references an example from a video or textbook. This isn't allowed.
2026-04-02T08:37:23,ineffective_question,b80224c1b31c148c5ce14a2c79ebc26fa204a226,1399,10,What does each router subinterface on a router on a stick usually represent?,One VLAN gateway,One switch MAC entry,One ARP broadcast,One DNS zone,A,Each subinterface acts as the Layer 3 gateway for one VLAN.,easy,easy,subinterface role,one vlan gateway,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,this could be framed as incorrect to the user. An interface on a router on a stick is a trunk for multiple VLANs. keep that in mind when reframing the question.
2026-04-02T08:54:30,ineffective_question,cebb1fd96e924c785fb59c2960bb2662aa1ecd10,1402,10,A host with IP 192.168.1.10 slash 24 wants to reach 192.168.2.50. What does it need first on the local link?,The remote host MAC,The default gateway MAC,A new subnet mask,The switch IP,B,For a remote subnet the host must send the frame to the default gateway MAC first.,medium,medium,remote path first step,needs gateway mac,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,"a new subnet mask 255.255.0.0 would make both IPs in the same subnet, making B correct. Change B."
2026-04-02T08:55:17,not_in_current_scope,47964253fc82c32fc0431fc7614c12e4fd00a326,1419,10,In the IPv6 static route examples what extra detail can be used with a link local next hop that is not usually needed in simple IPv4 examples?,An exit interface,An STP priority,A VLAN name,A DNS suffix,A,IPv6 static routes can specify an interface together with a link local next hop on the local link.,medium,hard,ipv6 static route,interface plus link local,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,please change this to hard
2026-04-02T08:56:20,ineffective_question,7d79d3cbe4c0a828b52a433f54fa6df65fcef854,1409,10,In the packet travel example why is the return trip faster than the first trip?,The switches disable ARP,The ARP and MAC tables are already populated,The IP header is removed at the source,The router skips routing table lookup,B,The devices already learned the needed IP to MAC and MAC to port mappings on the first trip.,medium,medium,return trip speedup,tables already learned,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,referencing examples is not allowed
2026-04-02T09:51:30,ineffective_question,839076a7e69da3f416fee8d5e113c18d85614f7c,1442,10,Which statement best describes why Switch Y can forward the final frame to host D after the ARP reply phase?,It changed the destination IP to host D,It learned host D's MAC to port mapping from the ARP reply,It enabled STP on port 5,It installed a default route,B,Switch Y learns host D's source MAC on port 5 from the ARP reply and can later forward to that port.,medium,medium,switch learning final hop,host d mac learned on port,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,this references an example which isn't allowed
2026-04-02T09:52:22,ineffective_question,8c18fd2c38cf917e7daf39ab9ba411374278a056,1363,10,What common travel tool is a routing table compared to in the notes?,A printer,A GPS or road map,A patch panel,A cable tester,B,The notes compare a routing table to a map or GPS for packet travel.,easy,easy,routing table analogy,map or gps analogy,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,requires memorization of the notes which isn't allowed
2026-04-02T10:09:21,ineffective_question,9632425aff35764d6ff5f1c28f287870f8e1b637,1428,10,An interface shows up but protocol down. What does that usually suggest?,The interface has no IP address,The router forgot its hostname,The far side or physical link is not active,The route is static instead of connected,C,The notes call out that protocol down often means the other end or physical connection is not working.,medium,medium,up down status,far side or link issue,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,specify which protocol it is
2026-04-02T10:41:16,ineffective_question,9680f85ffa7378c5a5b159cf7318f5c6f959b936,1434,10,In the packet path example what does the router do after learning host D's MAC address?,It changes the destination IP to the router IP,It creates a new Layer 2 header and forwards the packet out the correct interface,It deletes the packet because ARP is complete,It sends the packet back to host A,B,Once the router knows host D's MAC it can build a new Ethernet frame for final delivery.,medium,medium,router re encapsulation,new l2 header to destination,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Weekly AI Master Lists/Week 10 - AI Master List.md,referencing examples is not allowed
